29807,74191
52612,96625
47930,78973
66327,90660
51237,83313
63260,91352
9772,34828
49870,96076
38031,80001
68324,74191
63689,91352
53267,85467
61934,67675
47113,47930
50436,53267
18867,20444
72963,81963
7849,33146
73569,90660
29807,58328
9772,42741
33367,85467
20164,63689
9772,18867
12039,63974
13029,100079
34828,53267
15039,33146
15162,18867
9018,75835
10512,90660
47761,47930
70292,100079
35419,47930
81963,94428
29807,57355
20677,63689
47930,50436
56569,94019
414,18481
85467,101404
3584,47930
74191,94019
47930,94828
20444,99433
7624,10583
33146,100079
414,57355
13621,49651
81459,94019
14842,93451
34194,97494
31819,44327
15039,96625
7873,53267
15039,29807
21638,29807
78269,85467
51237,68875
63990,73960
36383,54148
30525,55033
16014,78314
51237,77807
63689,66327
78517,81963
20444,77807
31777,102569
47930,67877
53267,79725
7873,78517
73282,85467
11368,74357
19001,83313
47930,70292
10583,53267
17470,97919
7624,61541
12896,68131
64421,96625
10233,47113
414,83057
47113,100549
7624,67675
10233,100549
10512,63689
81963,100079
47113,50357
33367,72733
81963,100951
37278,96625
28634,50547
74191,88887
85467,96177
10583,78517
53267,70560
59757,76985
19819,33756
15039,64421
20164,47930
47930,63689
50547,100549
16194,29807
8002,10583
67675,70718
16014,19153
6545,63974
7624,85467
28634,30251
90660,91158
50547,96076
86371,94019
70292,78517
33367,79725
33246,58328
58328,87449
10583,20444
36383,81963
26479,85467
51237,85467
20444,85467
46192,90660
35419,56569
51237,78973
68131,90660
30251,61925
33756,77778
63974,98688
33146,61934
75289,79725
51237,82603
78300,98688
33367,100079
47930,54720
32717,91352
42843,84848
63689,73538
74191,97494
46365,74191
18867,78973
80239,81963
63974,73300
66464,101357
63974,70292
12452,85467
47930,51237
71374,97494
61934,100079
63689,79039
53267,89567
7624,88887
32306,78973
10583,18867
68324,86371
12896,47113
30251,47930
16194,53267
47113,77778
20444,33367
29807,55105
47113,73538
17470,90660
18867,85467
7873,18867
23896,47930
47930,89567
70292,81963
16014,51237
12896,101404
78517,85467
9772,33367
7873,79226
6545,89023
55105,67675
20677,100549
15715,49459
86157,97494
18867,94019
35227,85467
68875,78517
78517,94019
52774,99433
34361,100079
46205,99433
20444,91947
66327,100549
30251,32306
16014,71303
53267,64421
20677,66327
6545,17470
10583,99433
13752,66759
15039,18867
63689,85467
16194,74191
34361,68131
452,42122
34006,74191
32672,100079
7873,99433
16014,33382
414,34006
10583,15039
51237,52774
78517,91158
20444,54720
62898,78517
13752,98995
7530,58751
38703,47113
20677,73745
83313,100079
81963,101404
414,16194
20444,35227
7624,31819
30251,47113
33367,53267
98295,98624
9772,52774
17470,61280
509,102069
66759,96076
53267,101404
18867,42843
22876,101404
47113,85467
47930,53267
50459,60183
85467,90660
47930,100549
38894,47930
69680,74191
33367,78517
8296,66680
33756,90660
9772,51237
7873,85467
63260,90660
33246,70718
63689,70292
82715,83057
42843,97494
63689,90660
10583,35770
61934,78517
20444,47930
81963,83313
52774,85467
38299,74191
33756,67877
20444,78269
46365,67675
10583,85467
29807,33146
33756,68824
53267,81963
53267,83313
96810,100079
53267,56569
36383,47195
63689,87445
38703,81963
82715,86232
18867,75160
52495,99904
18867,52774
12896,29794
18481,74191
66759,81963
66759,83313
16014,78517
11738,28482
15039,82715
10583,90660
81963,84597
4346,74191
66759,98995
70292,85467
47930,83313
18867,51237
78517,100079
6545,96076
71303,75160
4346,46365
94019,100079
82603,85467
26866,90660
38299,81963
27839,103454
63260,63689
70292,94019
74191,99847
46365,70718
19153,74191
12452,34361
47113,63689
50357,72388
7873,9772
38894,47113
10583,70292
18867,71303
19153,56569
62473,91352
78269,101404
17470,34361
10583,33367
16014,56569
90660,101404
56569,81963
18867,62898
74191,81963
20444,53267
53267,77807
47113,63974
47113,58649
34006,67675
33756,54720
10583,63689
70292,90660
51237,78517
9772,53267
74191,75835
10233,33756
68875,102559
56569,66759
414,29807
19153,81963
15039,72733
20677,85467
67675,74191
15162,53267
63974,100549
58328,92016
8002,61934
7624,20444
10583,26479
63974,96076
7873,52774
81963,90297
7873,97494
16014,18867
4346,15039
1324,47930
47113,75632
13029,70292
20029,94428
3584,34366
33367,99433
91352,99433
19153,58328
18867,64421
79039,94019
58328,91947
83313,96076
11304,17470
81963,84848
8002,53267
80239,100079
62898,99433
36383,95413
12896,90660
10583,52774
51237,101404
33756,47930
12835,97494
20444,81963
35419,51237
16194,55105
64421,70292
10583,35227
8002,78517
2741,74191
18867,53267
47113,81870
13029,63689
47930,77807
25621,96076
78517,91352
18867,94055
81963,94019
52432,85467
6545,97919
20164,70292
53267,94019
85467,91352
53267,82603
33367,84088
2741,58328
