7624,20789
51234,80239
47930,91352
51234,94019
7624,85467
3584,74896
38894,47113
5353,30130
9018,36825
64421,67675
19153,56569
15715,66327
3584,58249
68131,100549
47930,68345
16014,33382
33756,82729
414,34006
16014,56569
56569,83313
20164,63689
7624,94607
33367,65240
9018,85467
83313,100079
378,103532
9018,75835
15039,55105
47930,85467
51234,100079
36383,37177
37359,91158
16194,34828
70292,77807
2826,70718
47113,85467
29807,46365
50459,60183
75835,81963
20677,63689
44551,73538
33756,50357
56569,80239
81963,82715
68324,94019
12452,85467
56569,94019
47113,72388
33382,68324
63689,70292
33146,94055
19153,85467
15039,70292
4346,15039
56952,82715
47113,75632
47113,54679
15162,35419
18388,98688
13029,79039
30525,55033
91158,96810
32306,47930
58328,74191
49459,96076
80239,100079
16014,51234
10583,66310
20789,32557
38894,78973
73282,85467
47113,73538
68324,100079
23896,47930
68324,70718
52495,99904
70292,81963
16014,94019
783,15715
10233,47113
18867,53267
47113,100549
17310,83080
20789,38299
9772,103532
15039,82715
15039,67675
47930,63260
47930,52432
58328,92030
15960,70718
9549,81963
33382,51234
94019,100079
20164,70292
74399,91158
30251,66680
53267,82603
37207,100549
20677,66327
47930,89493
