73282,85467
73745,77807
33756,68875
52495,99904
29807,55105
414,57355
63689,70292
33367,62898
33367,65240
46365,49457
52612,96625
16361,85467
1324,20164
13621,49651
67675,68324
53267,78517
47930,78973
53267,78973
50436,53267
73057,100977
12896,47930
30525,55033
64421,70292
10583,35227
27707,53267
20164,100079
63689,66327
8002,70718
47930,91352
19153,100951
53267,62898
64421,67675
8002,29807
56952,82715
50440,83313
414,46365
20789,74191
82715,86232
47930,101404
71303,75160
10583,33367
414,82715
26866,33367
53267,100079
78269,101404
15039,29807
29807,70718
52774,53267
47930,50436
12209,16194
