68875,91352
52495,99904
54720,89493
13621,49651
35419,91158
18867,34828
66759,83313
53267,78517
13029,20164
64421,70292
15039,70292
81963,90297
15039,33146
18867,97494
78005,97494
47930,91352
64782,97494
8400,18867
414,46365
33367,86371
81963,86371
9018,68102
18867,53267
47113,81870
44623,46365
7624,77807
19153,74191
33367,53267
414,94019
9772,44232
16014,78517
15039,55105
33756,68345
7873,79226
11738,28482
63260,91352
10583,35770
63689,77807
63990,73960
94019,97494
62898,85467
37166,81963
32306,78973
30525,55033
27707,53267
10583,70292
34006,74191
36042,70292
18867,81963
68159,81963
10583,18867
33367,81963
12835,18867
9018,79446
61541,74191
36383,81963
13029,77807
91158,96810
33367,35419
30130,94019
47930,81963
34828,78517
33756,51237
18867,68875
13752,80239
13752,81963
47930,53267
46365,49457
33146,47930
18867,34194
27707,81963
12452,47930
47930,52432
51237,77807
46365,67675
26563,47930
47930,100549
19153,100951
38894,47930
78517,81963
71303,75160
10583,33367
62898,99433
414,82715
33756,82729
1739,10583
18867,78517
47930,74399
24208,37177
9772,16194
73569,90660
80239,81963
47930,80239
9549,81963
53267,81963
7624,35419
9772,51237
71303,97494
47930,52381
16361,68862
4650,70718
15715,63689
53267,99433
30439,47930
15039,68324
18867,47930
15039,64421
33367,47930
35419,83313
47930,81870
20164,70292
9772,18867
18867,33367
13752,98995
82715,86232
91158,94019
30313,58328
91158,100549
7624,94607
47930,91158
33382,68324
10583,53267
34828,53267
35419,51237
47930,94828
