86371,91580
51237,83313
8400,18867
81963,86371
66759,94019
74191,82715
77807,90660
9772,34828
33367,35419
53267,86371
81963,91158
17470,42741
72963,81963
73569,90660
15715,63689
33367,85467
9772,18867
12039,63974
58328,96625
34828,53267
33367,65240
7873,62898
15039,33146
47930,85467
10583,38031
62898,85467
37359,91158
34828,78517
33756,50547
29807,46365
36042,63689
20677,63689
49459,74624
85467,101404
3584,47930
10583,36825
74191,94019
20444,99433
7624,10583
9018,37278
13621,49651
414,81963
18867,34828
81459,94019
13029,20164
19153,85467
414,46365
33367,86371
7624,77807
33146,51237
47930,98668
10583,93718
63990,73960
30130,81963
30525,55033
43129,56268
16194,97494
38299,88887
51237,77807
78517,81963
31777,102569
27707,94019
33367,75289
19001,83313
15039,68324
47930,70292
17310,83080
49459,87445
81963,100079
48671,95405
33367,72733
74191,88887
56952,86232
53267,70560
59757,76985
9772,99433
53267,100951
34361,91158
7624,35419
19153,70292
15039,64421
20164,47930
36825,79446
9018,61541
16194,29807
33367,47728
6545,63974
18867,79226
86371,94019
18867,102559
82715,96625
36383,81963
49459,68620
18867,68875
33146,47930
51237,85467
81963,96625
35419,56569
33756,82729
30439,47930
90660,98668
91158,100549
53267,100079
414,84062
9772,30396
78300,98688
33367,100079
13029,101404
18867,99433
47930,100079
66464,101357
63974,70292
10031,43039
16361,68862
33146,53267
35419,81963
35419,83313
46365,81963
47930,51237
9772,55105
66759,67613
56952,82715
36825,38031
8002,85467
63689,77807
37166,81963
12835,18867
12896,47113
91158,96810
42843,94019
47930,78030
86371,91158
19153,100951
47113,77778
37359,47930
19153,51237
33367,62898
66759,98764
18867,85467
47930,81870
53267,68324
70292,81963
18867,71374
9873,33756
78517,85467
15039,61877
9018,88887
414,94019
9018,16361
30130,94019
35227,85467
29807,30313
47930,52432
9772,16194
52774,99433
34361,100079
33367,47930
66327,100549
74875,79321
414,3822
8002,70292
53267,78517
47930,91352
11108,29807
44623,46365
26563,90660
16014,62898
63689,85467
33146,61877
33367,64421
452,42122
73569,100549
47930,79887
33146,34828
30251,49459
47930,78517
4650,70718
34194,86157
62898,78517
33756,75899
48992,82715
20677,73745
51237,70560
90297,94019
19153,47930
414,16194
7624,31819
9018,68102
25621,68620
58328,77807
17470,61280
509,102069
47930,73569
9018,79446
22876,101404
47930,53267
46365,49457
26563,100801
50459,60183
85467,90660
47930,100549
68324,100951
33367,78517
8296,66680
9772,51237
16194,46365
42122,91158
46553,85467
61877,74191
47930,101404
58328,67675
63689,90660
47113,54679
10583,35770
35419,85467
38031,58328
81963,83313
29807,96625
13029,77807
66759,86157
12835,85467
96810,100079
36383,47195
82715,86232
8002,51237
52495,99904
18867,52774
12896,29794
66759,81963
66759,83313
81963,86232
16014,78517
11738,28482
47930,73149
15039,82715
10583,90660
81963,84597
15039,67675
70292,85467
18867,51237
452,7624
9772,21638
78517,100079
12452,47930
26866,70292
71303,75160
36825,58328
9549,81963
71303,97494
91158,94019
47930,89493
35419,91158
27839,103454
36422,58328
50357,72388
50547,90660
30251,48671
18867,71303
33756,51237
10583,33367
1739,10583
18867,62898
6545,15715
1324,20164
47930,52381
18867,33146
74191,81963
53267,68875
78517,96625
9018,93603
13029,90660
9549,46365
7873,33367
10583,72733
72733,85467
82715,84062
47930,73538
53267,77807
47113,63974
47113,58649
9018,53267
51237,78517
83313,101404
18867,34194
414,29807
36042,85467
56569,80239
53267,99433
16014,81963
7624,20444
47113,72388
54720,89493
15039,70292
81963,90297
16014,18867
20164,85467
13029,70292
51237,53267
3584,34366
58328,91947
1372,83313
11108,58328
18867,52432
20677,35419
25621,49459
31819,36825
35419,100079
51237,101404
33756,47930
35419,51237
51234,81963
73538,98668
16194,80001
18867,53267
18867,94055
68159,81963
9018,96177
90660,96177
81963,94019
18867,78517
47930,74399
6545,97919
16361,85467
414,44623
20164,70292
30313,58328
53267,82603
