33755,91351
86370,91579
81962,86370
74190,82714
38030,80000
54719,68874
1371,19439
9457,71728
9771,44231
47760,47929
47929,85466
33755,100548
49458,74623
20443,99432
7872,91351
13620,49650
18866,34827
7623,15038
63989,73959
7872,78516
33366,75288
61933,91157
33366,72732
10611,53266
50439,83312
11737,49458
49458,68619
81962,96624
46191,90659
33145,36824
47112,68344
91157,100548
25739,74190
18866,84061
66463,101356
7623,70291
33145,94054
6876,36382
91157,96809
11367,50546
52773,58327
19152,100950
413,82714
20443,33366
18866,50435
33652,81962
18956,83312
18866,35418
53266,64420
37358,53266
13751,66758
44622,46364
33366,64420
34005,74190
59636,91157
52431,101403
51236,52773
78516,91157
47727,72732
20676,73744
51233,100078
20676,52380
73537,73744
24207,44468
85466,90659
16193,18866
63259,90659
47112,54678
19152,53266
12038,73537
16013,53266
53266,56568
36382,47194
66758,83312
16013,78516
33755,37206
7623,36824
9771,21637
4345,46364
9548,81962
26865,33366
35418,70717
20163,77806
47112,63688
7872,9771
11737,25620
23895,52380
74190,81962
47112,63973
41262,47929
63973,96075
54719,89492
32305,47929
62897,99432
31818,36824
20163,82602
66758,84847
37165,100950
36041,70291
18866,94054
18866,78516
20163,70291
85466,91351
58327,94606
53266,82602
63259,91351
42121,78516
7872,62897
7848,34193
58327,68323
20788,61540
33145,100078
43128,56267
31776,102568
19000,83312
7623,61540
12895,68130
78299,85765
81962,100950
37277,96624
36382,91579
16013,19152
50546,96075
413,15038
46364,74190
63973,70291
7623,88886
12834,18866
15038,74190
12895,47112
19152,43038
19152,100078
9771,70291
68874,91351
5352,42740
6544,89022
53266,61933
29806,34005
32305,35418
32869,55104
413,34005
33755,35418
13751,98994
413,16193
33366,53266
9017,79445
18866,42842
68323,100950
33755,90659
16360,77857
74190,78516
27706,53266
13028,77806
33755,67876
10582,85466
52494,99903
58327,85466
56568,74190
4345,74190
14984,98687
26865,70291
71302,75159
36824,58327
37206,100548
2740,53266
90659,100548
51236,52431
9017,36824
68130,100548
16013,56568
18866,62897
10582,72732
10582,63688
56568,66758
413,29806
63973,100548
58327,92015
16013,81962
15038,70291
4345,15038
33755,68130
20028,94427
19152,58327
19152,66758
73537,90659
36382,95412
47929,68874
73537,98667
77806,85466
12451,96809
